,Text1,Text2,Class
6236,The UAV visual feed shall be free of motion artifacts for slow and moderate speed elements in its visual field.,The UAV shall periodically send the Pilot the power status and estimated flight time remaining.,Neutral
6237,The UAV visual feed shall be free of motion artifacts for slow and moderate speed elements in its visual field.,The Pilot controller shall connect or disconnect to a single Hummingbird in a secure fashion at any time.,Neutral
6238,The UAV visual feed shall be free of motion artifacts for slow and moderate speed elements in its visual field.,The UAV shall transmit information to all devices.,Neutral
6239,The UAV visual feed shall be free of motion artifacts for slow and moderate speed elements in its visual field.,The UAV shall transmit information to any devices.,Neutral
6240,The UAV visual feed should include a night time IR camera capability,The UAV video feed shall include infrared camera capabilities.,Conflict
6241,The UAV visual feed should include a night time IR camera capability,The UAV visual feed may include a night time IR camera capability. ,Conflict
6242,The UAV visual feed should include a night time IR camera capability,The UAV visual feed should include a night time IR camera capacity,Conflict
6243,The UAV visual feed should include a night time IR camera capability,The UAV visual feed should include a night time x-ray camera capability,Conflict
6244,The UAV visual feed should include a night time IR camera capability,The UAV visual feed should include a night time infared camera capability,Conflict
6245,The UAV visual feed should include a night time IR camera capability,The UAV visual feed should include a morning time IR camera capability,Conflict
6246,The UAV visual feed should include a night time IR camera capability,night time IR camera capability needs to be included in the UAV visual feed,Conflict
6247,The UAV visual feed should include a night time IR camera capability,The UAV visual feed may include a night time IR camera capability,Conflict
6248,The UAV visual feed should include a night time IR camera capability,The UAV visual feed should include a night time IR camera as well as normal camera,Conflict
6249,The UAV visual feed should include a night time IR camera capability,"The UAV visual feed should include a night time ""Star Light Scope"" camera capability",Conflict
6250,The UAV visual feed should include a night time IR camera capability,The UAV shall be able to simultaneously transmit live video to the Pilot and no more than 4 UAV Viewer devices.,Neutral
6251,The UAV visual feed should include a night time IR camera capability,The Aviary shall support autonomous mission plans or Pilot-directed missions. ,Neutral
6252,The UAV visual feed should include a night time IR camera capability,The Pilot can rotate the UAV independently from its current direction of travel.,Neutral
6253,The UAV visual feed should include a night time IR camera capability,The Pilot shall be able to control the speed of flight from 0 to maximum speed in a vertical direction in a smooth fashion.,Neutral
6254,The UAV visual feed should include a night time IR camera capability,"The UAV shall send real-time altitude-above-deck information to the Pilot to facilitate landing, take off, and object avoidance.",Neutral
6255,A single adult shall be able to lift and carry the UAV.,One adult shall be able to carry the UAV.,Conflict
6256,A single adult shall be able to lift and carry the UAV.,A single adult shall be able to push and store the UAV. ,Conflict
6257,A single adult shall be able to lift and carry the UAV.,A single adult shall be able to move the UAV. ,Conflict
6258,A single adult shall be able to lift and carry the UAV.,Two adults shall be able to lift and carry the UAV.,Conflict
6259,A single adult shall be able to lift and carry the UAV.,An adult shall be able to lift and carry the UAV without help.,Conflict
6260,A single adult shall be able to lift and carry the UAV.,Two adults are required to carry the UAV,Conflict
6261,A single adult shall be able to lift and carry the UAV.,One adult is sufficient to lift the UAV,Conflict
6262,A single adult shall be able to lift and carry the UAV.,Two adults shall be able to lift and carry the UAV.,Conflict
6263,A single adult shall be able to lift and carry the UAV.,A single adult should be able to lift and carry the UAV by themselves.,Conflict
6264,A single adult shall be able to lift and carry the UAV.,"A single adult, who is able to lift 40 or more pounds, shall be able to lift and carry the UAV.",Conflict
6265,A single adult shall be able to lift and carry the UAV.,The UAV shall be able to autonomously return to its starting position when a definable event has occurred or when receiving a command from the pilot. ,Neutral
6266,A single adult shall be able to lift and carry the UAV.,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV in a secure fashion.",Neutral
6267,A single adult shall be able to lift and carry the UAV.,"The UAV shall maintain its attitude (roll, pitch, and yaw) even if there are low to moderate winds.",Neutral
6268,A single adult shall be able to lift and carry the UAV.,The Aviary shall only support autonomous remote missions.,Neutral
6269,A single adult shall be able to lift and carry the UAV.,"The UAV shall receive real-time altitude-above-floor information from the Pilot to faciliate landing, take off and object avoidance",Neutral
6270,The UAV shall fully charge in less than 3 hours.,The UAV must be able to fully charge in a short period of time.,Conflict
6271,The UAV shall fully charge in less than 3 hours.,The UAV shall fully charge in less than 3 days. ,Conflict
6272,The UAV shall fully charge in less than 3 hours.,The UAV shall reach full charge in less than 3 hours. ,Conflict
6273,The UAV shall fully charge in less than 3 hours.,The UAV shall fully charge in less than 2 hours.,Conflict
6274,The UAV shall fully charge in less than 3 hours.,The UAV shall be able to charge its battery in less than 3 hours.,Conflict
6275,The UAV shall fully charge in less than 3 hours.,The UAV takes over 3 hours to charge partially,Conflict
6276,The UAV shall fully charge in less than 3 hours.,The UAV takes under 3 hours to charge completely,Conflict
6277,The UAV shall fully charge in less than 3 hours.,The UAV shall fully charge in at least 3 hours.,Conflict
6278,The UAV shall fully charge in less than 3 hours.,The UAV shall fully charge in no more than 3 hours.,Conflict
6279,The UAV shall fully charge in less than 3 hours.,The UAV shall fully charge in less than 4 hours.,Conflict
6280,The UAV shall fully charge in less than 3 hours.,The Pilot controller cannot request the Hummingbird to return to its starting position autonomously.,Neutral
6281,The UAV shall fully charge in less than 3 hours.,The UAV's data transmission shall be secure against unauthorized access.,Neutral
6282,The UAV shall fully charge in less than 3 hours.,The UAV shall detect instances of communication loss,Neutral
6283,The UAV shall fully charge in less than 3 hours.,The Aviary shall provide a remote surveillance from the air of a location within 20 miles of the origin.,Neutral
6284,The UAV shall fully charge in less than 3 hours.,The minimum time to fly a round trip of 100 miles shall be less than 120 minutes under worst conditions.,Neutral
6285,The UAV shall be visible to observers to at least 100m in daylight and 25m at night.,The UAV must be visible to observers at a range of at least 100 meters during the day and 50 meters at night.,Conflict
6286,The UAV shall be visible to observers to at least 100m in daylight and 25m at night.,The UAV shall be visible to observers to at least 100m in daylight and 25m at day. ,Conflict
6287,The UAV shall be visible to observers to at least 100m in daylight and 25m at night.,The UAV shall be visible to observers to at least 100m during the day and 25m during nightime. ,Conflict
6288,The UAV shall be visible to observers to at least 100m in daylight and 25m at night.,The UAV shall be visible to observers to at least 150m in daylight and 25m at night.,Conflict
6289,The UAV shall be visible to observers to at least 100m in daylight and 25m at night.,The UAV shall be visible to observers to at least 328.084ft in daylight and 82.021ft at night.,Conflict
6290,The UAV shall be visible to observers to at least 100m in daylight and 25m at night.,The UAV shall be invisible to observers to at least 100m in daylight and 25m at night.,Conflict
6291,The UAV shall be visible to observers to at least 100m in daylight and 25m at night.,The UAV has to be visible to observers to at least 100m during the day and 25m at night.,Conflict
6292,The UAV shall be visible to observers to at least 100m in daylight and 25m at night.,The UAV shall be visible to observers to at least 25m in daylight and 100m at night.,Conflict
6293,The UAV shall be visible to observers to at least 100m in daylight and 25m at night.,The UAV shall be visible to outside observers from at least 100m distance in daylight and 25m distance at night.,Conflict
6294,The UAV shall be visible to observers to at least 100m in daylight and 25m at night.,The UAV shall be visible to observers to at least 150m in daylight and 37m at night.,Conflict
6295,The UAV shall be visible to observers to at least 100m in daylight and 25m at night.,The Pilot shall be able to fly the UAV to any accessible-by-air location within 20 miles of its origin,Neutral
6296,The UAV shall be visible to observers to at least 100m in daylight and 25m at night.,The UAV shall transmit information to all devices.,Neutral
6297,The UAV shall be visible to observers to at least 100m in daylight and 25m at night.,The camera shall be able to point directly underneath the Hummingbird and to at least -30 degrees from the horizontal in all directions from pointing directly down.,Neutral
6298,The UAV shall be visible to observers to at least 100m in daylight and 25m at night.,The UAV shall be able to simultaneously transmit video feed to the Pilot and up to 4 separate UAV Viewer devices.,Neutral
6299,The UAV shall be visible to observers to at least 100m in daylight and 25m at night.,The Pilot shall be able to control the UAV camera in real-time.,Neutral
6300,"The UAV shall support a stealth mode in which it emits no light during flight, which may be enabled or disabled from the Pilot control.",The UAV shall support stealth mode during flight.,Conflict
6301,"The UAV shall support a stealth mode in which it emits no light during flight, which may be enabled or disabled from the Pilot control.","The UAV shall support a stealth mode in which it emits all light during flight, which may be enabled or disabled from the Pilot control. ",Conflict
6302,"The UAV shall support a stealth mode in which it emits no light during flight, which may be enabled or disabled from the Pilot control.","The UAV shall support a stealth mode in which it emits no light during flight, which may be enabled or disabled by Viewers.",Conflict
6303,"The UAV shall support a stealth mode in which it emits no light during flight, which may be enabled or disabled from the Pilot control.",The UAV shall have a stealth mode controlled by the Pilot in which it emits no light during flight.,Conflict
6304,"The UAV shall support a stealth mode in which it emits no light during flight, which may be enabled or disabled from the Pilot control.","The UAV shall support a stealth mode in which it emits abundant light during flight, which may not be enabled or disabled from the Pilot control.",Conflict
6305,"The UAV shall support a stealth mode in which it emits no light during flight, which may be enabled or disabled from the Pilot control.","The UAV shall support a stealth mode in which it emits no light during flight, which may be controlled from the Pilot control.",Conflict
6306,"The UAV shall support a stealth mode in which it emits no light during flight, which may be enabled or disabled from the Pilot control.","The UAV shall support a stealth mode in which it emits no light during flight, which may be enabled or disabled automatically.",Conflict
6307,"The UAV shall support a stealth mode in which it emits no light during flight, which may be enabled or disabled from the Pilot control.","The UAV supports a ""stealth mode"" in which it emits no light during flight, at the discretion of the Pilot control.",Conflict
6308,"The UAV shall support a stealth mode in which it emits no light during flight, which may be enabled or disabled from the Pilot control.","The UAV shall support a ""beacon mode"" in which it emits 1000 candle power of light during flight, which may be enabled or disabled from the Pilot control.",Conflict
6309,"The UAV shall support a stealth mode in which it emits no light during flight, which may be enabled or disabled from the Pilot control.",The aircrafts's direction of flight shall be independent of its yaw (horizontal rotational orientation).,Neutral
6310,"The UAV shall support a stealth mode in which it emits no light during flight, which may be enabled or disabled from the Pilot control.",UAV data will be secure so only authorized access is allowed.,Neutral
6311,"The UAV shall support a stealth mode in which it emits no light during flight, which may be enabled or disabled from the Pilot control.","The Pilot shall be able to fly the UAV in multi-direction with respect to the UAV's ""forward looking"" position.",Neutral
6312,"The UAV shall support a stealth mode in which it emits no light during flight, which may be enabled or disabled from the Pilot control.",The Pilot shall communicate with the UAV using custom communications network,Neutral
6313,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV in a secure fashion.","The UAV viewer (also referred to as ""viewer"") shall be connected to the UAV in a secure manner.",Conflict
6314,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV in a secure fashion.","The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV in an insecure fashion. ",Conflict
6315,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV in a secure fashion.","The UAV Viewer (also known as the ""Viewer"") shall securely connect to the UAV.",Conflict
6316,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV in a secure fashion.","The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV in a unsecure fashion.",Conflict
6317,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV in a secure fashion.","In a secure manner, The UAV Viewer (also known as the ""Viewer"") can connect to the UAV",Conflict
6318,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV in a secure fashion.","The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV in an insecure fashion.",Conflict
6319,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV in a secure fashion.","The UAV Viewer's (also known as the ""Viewer"") connection to the UAV shall be secure",Conflict
6320,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV in a secure fashion.",Any viewer device shall connect to the UAV in a secure fashion.,Conflict
6321,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV in a secure fashion.","The UAV Viewer (also known as the ""Viewer"") must connect to the UAV in only a secure fashion.",Conflict
6322,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV in a secure fashion.","The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV using quick connect/disconnect cabling.",Conflict
6323,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV in a secure fashion.","The Pilot shall be able to define, upload, initiation, follow, and terminate a flight plan to the Bird Feeder consisting of a set of waypoints within the flight range of the Bird Feeder.",Neutral
6324,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV in a secure fashion.",The Pilot shall be able to fly the UAV to any accessible-by-air location within 20 miles of its origin location,Neutral
6325,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV in a secure fashion.",The camera shall point directly below the Hummingbird and be capable of capturing at least 60 degrees in all directions from directly below.,Neutral
6326,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV in a secure fashion.",The UAV shall be known as the Hummingbird.,Neutral
6327,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV in a secure fashion.","The Pilot shall be able to fly the UAV in multi-direction with respect to the UAV's ""forward looking"" position.",Neutral
6328,The Viewer shall connect with the custom communication wireless network provided by the Aviary SoS.,The Viewer shall connect to a custom communications radio network provided by Aviary SoS.,Conflict
6329,The Viewer shall connect with the custom communication wireless network provided by the Aviary SoS.,The Viewer shall connect with the standard communication wired network provided by the Aviary SoS. ,Conflict
6330,The Viewer shall connect with the custom communication wireless network provided by the Aviary SoS.,The Viewer shall connect with the proprietary wireless communication network provided by the Aviary SoS. ,Conflict
6331,The Viewer shall connect with the custom communication wireless network provided by the Aviary SoS.,The Viewer shall connect with the custom communication wired network provided by the Aviary SoS.,Conflict
6332,The Viewer shall connect with the custom communication wireless network provided by the Aviary SoS.,"Using the Aviary SoS wireless network, the Viewer shall connect to the UAV.",Conflict
6333,The Viewer shall connect with the custom communication wireless network provided by the Aviary SoS.,The Viewer shall connect with the custom communication wireless network provided by the Hummingbird.,Conflict
6334,The Viewer shall connect with the custom communication wireless network provided by the Aviary SoS.,The Viewer shall connect with the Aviary SoS provided custom communication wireless network.,Conflict
6335,The Viewer shall connect with the custom communication wireless network provided by the Aviary SoS.,The Viewer shall connect with the any wireless network available,Conflict
6336,The Viewer shall connect with the custom communication wireless network provided by the Aviary SoS.,The Viewer shall connect only with the custom communication wireless network provided by Aviary.,Conflict
6337,The Viewer shall connect with the custom communication wireless network provided by the Aviary SoS.,The Viewer shall connect with locally-available wireless networks.,Conflict
6338,The Viewer shall connect with the custom communication wireless network provided by the Aviary SoS.,The UAV shall transmit information to authenticated and unauthenticated devices.,Neutral
6339,The Viewer shall connect with the custom communication wireless network provided by the Aviary SoS.,The UAV shall fully charge in less than 2 hours.,Neutral
6340,The Viewer shall connect with the custom communication wireless network provided by the Aviary SoS.,The UAV detect instances of Pilot communication loss and either wait for communication to resume or attempt to hover in position until communication is reestablished.,Neutral
6341,The Viewer shall connect with the custom communication wireless network provided by the Aviary SoS.,"The UAV shall maintain its attitude (roll, pitch, and yaw) even if there are low to moderate winds.",Neutral
6342,The Viewer shall connect with the custom communication wireless network provided by the Aviary SoS.,The pilot shall be able to rotate the UAV independently of its direction of travel.,Neutral
6343,The Viewer shall not be able to influence the flight or camera functions of the UAV.,The Viewer shall not be able to affect the flight or camera functions of the UAV.,Conflict
6344,The Viewer shall not be able to influence the flight or camera functions of the UAV.,The Viewer can influence the flight and camera functions on the UAV. ,Conflict
6345,The Viewer shall not be able to influence the flight or camera functions of the UAV.,The Viewer shall have no influence to the flight or camera functions on the UAV.,Conflict
6346,The Viewer shall not be able to influence the flight or camera functions of the UAV.,The Viewer shall be able to control the flight and camera functions of the UAV.,Conflict
6347,The Viewer shall not be able to influence the flight or camera functions of the UAV.,The Viewer is not allowed to influence the camera or flight functions of the UAV.,Conflict
6348,The Viewer shall not be able to influence the flight or camera functions of the UAV.,The viewer can easily change the flight or camera functionality of the UAV,Conflict
6349,The Viewer shall not be able to influence the flight or camera functions of the UAV.,The viewer is incapable of chaninging the flight or camera functions of the UAV,Conflict
6350,The Viewer shall not be able to influence the flight or camera functions of the UAV.,The Viewer shall be able to influence the flight or camera functions of the UAV.,Conflict
6351,The Viewer shall not be able to influence the flight or camera functions of the UAV.,The Viewer has no control over the flight or camera of the UAV,Conflict
6352,The Viewer shall not be able to influence the flight or camera functions of the UAV.,The Camera shall not be able to influence the flight or Viewer functions of the Aviary SoS.,Conflict
6353,The Viewer shall not be able to influence the flight or camera functions of the UAV.,The UAV shall be visible to observers to at least 330ft in daylight and 75ft at night.,Neutral
6354,The Viewer shall not be able to influence the flight or camera functions of the UAV.,The UAV should be able to maintain its attitude (3 axes) in low to moderate winds.,Neutral
6355,The Viewer shall not be able to influence the flight or camera functions of the UAV.,"The Pilot shall be able to set the zoom, aim and focus of the UAV camera in near real-time.",Neutral
6356,The Viewer shall not be able to influence the flight or camera functions of the UAV.,The Viewer shall not be able to influence the flight or camera functions of the UAV.,Neutral
6357,The Viewer shall not be able to influence the flight or camera functions of the UAV.,The Pilot shall have a real-time UAV visual camera feed for the navigation and surveillance. ,Neutral
6358,"TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 4 Viewers (apps running on smart phones or computers).","The Aviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as the Hummingbird), a power supply, and 4 Viewers (apps running on smart phones or computers). ",Conflict
6359,"TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 4 Viewers (apps running on smart phones or computers).","TheAviary is a system of systems consisting of a pilot controller (known as the Bird Lover), a UAV (known as thePheasant), and up to 4 Viewers (apps running on smart phones or computers).",Conflict
6360,"TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 4 Viewers (apps running on smart phones or computers).","The Aviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 5 Viewers (apps running on smart phones or computers).",Conflict
6361,"TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 4 Viewers (apps running on smart phones or computers).","TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 2 Viewers (apps running on smart phones or computers).",Conflict
6362,"TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 4 Viewers (apps running on smart phones or computers).","TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 8 Viewers (apps running on smart phones or computers).",Conflict
6363,"TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 4 Viewers (apps running on smart phones or computers).",The Pilot shall be able to control the speed of flight from 0 knots to maximum speed in any direction in a smooth fashion.,Neutral
6364,"TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 4 Viewers (apps running on smart phones or computers).",The UAV visual feed shall not contain motion artifacts for slow and moderate speed elements in its visual field.,Neutral
6365,"TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 4 Viewers (apps running on smart phones or computers).",The UAV shall detect instances of Pilot communicaion loss and either wait for communication to resume or attempt to hover in position until communication is reestablished. ,Neutral
6366,"TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 4 Viewers (apps running on smart phones or computers).",The UAV flight range shall be no less than 50 miles.,Neutral
6367,These are the customer requirements for the Aviary System of Systems.,These are the vendor requirements for the Aviary System of Systems. ,Conflict
6368,These are the customer requirements for the Aviary System of Systems.,These are the business requirements for the Aviary System of Systems.,Conflict
6369,These are the customer requirements for the Aviary System of Systems.,These are the engineer's requirements for the Aviary System of Systems.,Conflict
6370,These are the customer requirements for the Aviary System of Systems.,These are the developer options for the Aviary System of Systems.,Conflict
6371,These are the customer requirements for the Aviary System of Systems.,These are the software requirements for the Aviary System of Systems.,Conflict
6372,These are the customer requirements for the Aviary System of Systems.,"The Pilot shall be able to fly the UAV in all directions originating from the UAV's ""forward looking"" position.",Neutral
6373,These are the customer requirements for the Aviary System of Systems.,The UAV's direction of flight shall be independent of its yaw (horizontal rotational orientation).,Neutral
6374,These are the customer requirements for the Aviary System of Systems.,"The Pilot shall be able to fly the UAV in multi-direction with respect to the UAV's ""forward looking"" position.",Neutral
6375,These are the customer requirements for the Aviary System of Systems.,The UAV shall be able to concurrently communicate the video feed to a Pilot and up to 4 distinct UAV Viewer devices. ,Neutral
6376,Aviary shall provide remote monitoring of a wide range of locations from the air and from the point of origin.,The Aviary shall provide a remote surveillance from the ground of a location within 20 miles of the origin. ,Conflict
6377,Aviary shall provide remote monitoring of a wide range of locations from the air and from the point of origin.,The Aviary shall provide a remote surveillance from the air of a location within 20 miles of the Hummingbird.,Conflict
6378,Aviary shall provide remote monitoring of a wide range of locations from the air and from the point of origin.,The Aviary shall provide a local surveillance from the air of a location within 20 miles of the origin.,Conflict
6379,Aviary shall provide remote monitoring of a wide range of locations from the air and from the point of origin.,The Aviary shall provide a remote surveillance from the air of a location within 200 miles of the origin.,Conflict
6380,Aviary shall provide remote monitoring of a wide range of locations from the air and from the point of origin.,The Aviary shall provide a remote surveillance from the air of a location within 40 miles of the origin.,Conflict
6381,Aviary shall provide remote monitoring of a wide range of locations from the air and from the point of origin.,The UAV shall land automatically when Pilot communication is lost and the estimated flight time remaining is less than 5 minutes.,Neutral
6382,Aviary shall provide remote monitoring of a wide range of locations from the air and from the point of origin.,"The UAV supports a ""stealth mode"" in which it emits no light during flight, at the discretion of the Pilot control.",Neutral
6383,Aviary shall provide remote monitoring of a wide range of locations from the air and from the point of origin.,"The Pilot shall be able to set the zoom, aim and focus of the UAV camera in real-time.",Neutral
6384,Aviary shall provide remote monitoring of a wide range of locations from the air and from the point of origin.,Most UAV data transmission shall be secure against unauthorized access.,Neutral
6385,The remote monitoring should support long duration missions without recharging.,Remote surveillance should support 5 missions of up to 2 hours each without a recharge. ,Conflict
6386,The remote monitoring should support long duration missions without recharging.,Remote surveillance should support a mission of up to 2 hours with a recharge in the middle,Conflict
6387,The remote monitoring should support long duration missions without recharging.,Remote surveillance should support a mission of at least 2 hours without a recharge,Conflict
6388,The remote monitoring should support long duration missions without recharging.,Remote surveillance should support a mission of up to 1 hours with a recharge,Conflict
6389,The remote monitoring should support long duration missions without recharging.,Remote surveillance should support a mission of up to 3 hours without a recharge,Conflict
6390,The remote monitoring should support long duration missions without recharging.,The UAV shall be able to automatically follow a flight plan consisting of a set of waypoints within its range and flight capabilities.,Neutral
6391,The remote monitoring should support long duration missions without recharging.,The UAV shall be able to simultaneously transmit video feed to the Pilot and up to four separate UAV Viewer devices.,Neutral
6392,The remote monitoring should support long duration missions without recharging.,The UAV shall only transmit information to authenticated and approved devices.,Neutral
6393,The remote monitoring should support long duration missions without recharging.,The UAB shall periodically transmit the available flight time to the pilot.,Neutral
6394,Remote monitoring should include video streaming for manual operation of the monitoring platform and remote monitoring by multiple operations personnel.,Remote surveillance shall include video streaming during automatic navigation of the surveillance platform and for the remote viewer by at most four independent operations personnel. ,Conflict
6395,Remote monitoring should include video streaming for manual operation of the monitoring platform and remote monitoring by multiple operations personnel.,Remote surveillance shall include video streaming for manual navigation of the surveillance platform and for remote viewer by at least four independent operations personnel.,Conflict
6396,Remote monitoring should include video streaming for manual operation of the monitoring platform and remote monitoring by multiple operations personnel.,Remote surveillance shall include movie streaming for manual navigation of the surveillance platform and for remote viewer by at least five dependent operations personnel.,Conflict
6397,Remote monitoring should include video streaming for manual operation of the monitoring platform and remote monitoring by multiple operations personnel.,"Remote surveillance shall include video streaming for manual navigation of the surveillance platform and for remote viewer, by less than four independent operations personnel.",Conflict
6398,Remote monitoring should include video streaming for manual operation of the monitoring platform and remote monitoring by multiple operations personnel.,Remote surveillance shall include video streaming for manual navigation of the surveillance platform and for remote viewer by at least six independent operations personnel.,Conflict
6399,Remote monitoring should include video streaming for manual operation of the monitoring platform and remote monitoring by multiple operations personnel.,The UAV shall communicate with the Pilot Controller and more than 4 Viewers.,Neutral
6400,Remote monitoring should include video streaming for manual operation of the monitoring platform and remote monitoring by multiple operations personnel.,"The Pilot shall be able to fly the UAV in any direction with respect to the UAV's ""headless"" position.",Neutral
6401,Remote monitoring should include video streaming for manual operation of the monitoring platform and remote monitoring by multiple operations personnel.,"TheAviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 2 Viewers (apps running on smart phones or computers).",Neutral
6402,Remote monitoring should include video streaming for manual operation of the monitoring platform and remote monitoring by multiple operations personnel.,The UAV shall be visible to observers to at least 330ft in daylight and 75ft at night.,Neutral
6403,"Communications between the flight, operations department, and platform shall be secure against viruses.","Communication among the flight, operations elements, navigation computer, and platform shall be secure from hacking and eavesdropping. ",Conflict
6404,"Communications between the flight, operations department, and platform shall be secure against viruses.","Communication among the flight, operations elements, and platform shall be unencryped",Conflict
6405,"Communications between the flight, operations department, and platform shall be secure against viruses.","Communication among the flight, operations elements, and platform shall be secure for hacking and eavesdropping.",Conflict
6406,"Communications between the flight, operations department, and platform shall be secure against viruses.",Communication along the flight and platform should be secure from hacking and eavesdropping.,Conflict
6407,"Communications between the flight, operations department, and platform shall be secure against viruses.","Communication among the flight, operations elements, and platform shall be insecure for hacking and eavesdropping.",Conflict
6408,"Communications between the flight, operations department, and platform shall be secure against viruses.",The UAV shall be able to concurrently transmit video to the Pilot and up to 4 different UAV Viewer devices.,Neutral
6409,"Communications between the flight, operations department, and platform shall be secure against viruses.","The Pilot controller only shall be able to define, upload, initiation, follow, or terminate a flight plan to the Hummingbird consisting of a set of waypoints within the flight range of the Hummingbird.",Neutral
6410,"Communications between the flight, operations department, and platform shall be secure against viruses.",The Aviary shall provide a remote surveillance from the air of a location within 32.19 Km of the origin.,Neutral
6411,"Communications between the flight, operations department, and platform shall be secure against viruses.",The Pilot shall have real-time visual feedback from the UAV's camera usable for the purpose of navigation and/or surveillance.,Neutral
6412,Aviation shall support automated operation as well as pilot-directed flight.,The Aviary shall support autonomous mission plans or Pilot-directed flight. ,Conflict
6413,Aviation shall support automated operation as well as pilot-directed flight.,The Aviary shall support only autonomous mission plans.,Conflict
6414,Aviation shall support automated operation as well as pilot-directed flight.,The Aviary may not support autonomous mission plans as well as Pilot-directed flight.,Conflict
6415,Aviation shall support automated operation as well as pilot-directed flight.,The Aviary shall support Pilot-directed flight.,Conflict
6416,Aviation shall support automated operation as well as pilot-directed flight.,The Aviary shall not support autonomous mission plans.,Conflict
6417,Aviation shall support automated operation as well as pilot-directed flight.,The UAV shall be able to fly over an average 80-story building.,Neutral
6418,Aviation shall support automated operation as well as pilot-directed flight.,The Pilot shall rotate the UAV independently from its forward motion.,Neutral
6419,Aviation shall support automated operation as well as pilot-directed flight.,The UAV video feed shall have 1080p resolution and frame rate.,Neutral
6420,Aviation shall support automated operation as well as pilot-directed flight.,The UAV visual feed should include a night time Infra-red camera capability,Neutral
6421,The pilot shall be able to fly the UAV to an accessible location in the sky within 30 km of the departure point.,The pilot shall be able to fly the UAV to any accessible-by-air location within 20 kilometers of its origin,Conflict
6422,The pilot shall be able to fly the UAV to an accessible location in the sky within 30 km of the departure point.,The Pilot shall be able to fly the UAV to any accessible-by-air location within 200 miles of its origin,Conflict
6423,The pilot shall be able to fly the UAV to an accessible location in the sky within 30 km of the departure point.,The Pilot shall be able to fly the UAV to any accessible-by-air location 20 miles from its origin,Conflict
6424,The pilot shall be able to fly the UAV to an accessible location in the sky within 30 km of the departure point.,The Pilot shall be able to fly the UAV to any accessible-by-air location within 20 km of its origin,Conflict
6425,The pilot shall be able to fly the UAV to an accessible location in the sky within 30 km of the departure point.,The Pilot shall be able to fly the UAV to any accessible-by-air location within 50 miles of its origin,Conflict
6426,The pilot shall be able to fly the UAV to an accessible location in the sky within 30 km of the departure point.,The UAV flight range shall be no more than 20 miles.,Neutral
6427,The pilot shall be able to fly the UAV to an accessible location in the sky within 30 km of the departure point.,The UAV video feed shall have less then 720p resolution and frame rate.,Neutral
6428,The pilot shall be able to fly the UAV to an accessible location in the sky within 30 km of the departure point.,"The Aviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and monitoring.",Neutral
6429,The pilot shall be able to fly the UAV to an accessible location in the sky within 30 km of the departure point.," flight, operations elements, and platform communications must be secured.",Neutral
