Text1,Text2,Class
The pilot shall be able to obtain instant visual feedback from the UAV's camera that can be used for navigation and/or surveillance purposes.,"The Pilot shall have visual feedback from the UAV's camera, not usable for the purpose of navigation and/or surveillance.",Conflict
The pilot shall be able to obtain instant visual feedback from the UAV's camera that can be used for navigation and/or surveillance purposes.,The Pilot shall have visual feedback with no more than 3-second delay from the UAV's camera usable for the purpose of navigation and/or surveillance.,Conflict
The pilot shall be able to obtain instant visual feedback from the UAV's camera that can be used for navigation and/or surveillance purposes.,The Pilot shall have real-time visual feedback from the UAV's camera for navigation and surveillance. ,Duplicate
The pilot shall be able to obtain instant visual feedback from the UAV's camera that can be used for navigation and/or surveillance purposes.,The Pilot shall have no-delay visual feedback from the UAV's camera system for the navigation and/or surveillance.,Duplicate
The pilot shall be able to obtain instant visual feedback from the UAV's camera that can be used for navigation and/or surveillance purposes.,The Pilot shall have real-time visual feedback from the UAV's camera for navigation and/or surveillance.,Duplicate
The pilot shall be able to obtain instant visual feedback from the UAV's camera that can be used for navigation and/or surveillance purposes.,The Pilot shall have real-time visual feedback from the UAV's camera.,Duplicate
The pilot shall be able to obtain instant visual feedback from the UAV's camera that can be used for navigation and/or surveillance purposes.,The camera shall be able to point directly behind the Hummingbird and to at least 20 degrees in all directions from pointing backwards.,Neural
The pilot shall be able to obtain instant visual feedback from the UAV's camera that can be used for navigation and/or surveillance purposes.,"The UAB, when a button pressed, shall send the Pilot the power and estimated flight time remaining.",Neural
The pilot shall be able to obtain instant visual feedback from the UAV's camera that can be used for navigation and/or surveillance purposes.,The Hummingbird shall detect instances of Pilot communication loss and wait for communication to resume and attempt to maintain its position until communication is reestablished.,Neural
The pilot shall be able to obtain instant visual feedback from the UAV's camera that can be used for navigation and/or surveillance purposes.,"The Pilot shall be able to set the zoom, aim and focus of the UAV camera in virtual-time.",Neural
The pilot shall be able to set the zoom and focus of the UAV's camera in real time.,"The Pilot shall be able to observe the zoom, aim and focus of the UAV camera in real-time",Conflict
The pilot shall be able to set the zoom and focus of the UAV's camera in real time.,"The Viewers shall be able to set the zoom, aim and focus of the UAV camera in real-time.",Conflict
The pilot shall be able to set the zoom and focus of the UAV's camera in real time.,"The Pilot shall be able to set the zoom, aim and focus of the UAV camera in virtual-time.",Conflict
The pilot shall be able to set the zoom and focus of the UAV's camera in real time.,"The Pilot shall be able to set the zoom, aim and focus of the UAV camera before flight.",Conflict
The pilot shall be able to set the zoom and focus of the UAV's camera in real time.,"The Pilot shall be able to set the zoom, aim and focus of the UAV camera with no more than 3-second delay.",Conflict
The pilot shall be able to set the zoom and focus of the UAV's camera in real time.,"The Pilot shall be able to control the zoom, aim and focus of the UAV camera in real-time",Duplicate
The pilot shall be able to set the zoom and focus of the UAV's camera in real time.,"The Pilot shall be able to set the aim, focus and zoom of the UAV camera in real-time.",Duplicate
The pilot shall be able to set the zoom and focus of the UAV's camera in real time.,"The Pilot shall be able to adjust the zoom, aim and focus of the UAV camera in real-time.",Duplicate
The pilot shall be able to set the zoom and focus of the UAV's camera in real time.,"The Pilot should be able to set the zoom, aim and focus of the camera in real-time.",Duplicate
The pilot shall be able to set the zoom and focus of the UAV's camera in real time.,The Pilot shall communicate with the UAV using standard communications network capable of communicating within a 50-mile radius of the pilot station. ,Neural
The pilot shall be able to set the zoom and focus of the UAV's camera in real time.,The UAV shall be able to simultaneously transmit video feed to the Pilot and up to four separate UAV Viewer devices.,Neural
The pilot shall be able to set the zoom and focus of the UAV's camera in real time.,The Pilot shall have pre-recorded visual feedback from the UAV's camera usable for the purpose of navigation and/or surveillance. ,Neural
The pilot shall be able to set the zoom and focus of the UAV's camera in real time.,The UAV flight range shall be 20 miles plus or minus 2 miles. ,Neural
The pilot controller shall be able to detect instances of communication loss and automatically reconnect.,The Pilot controller shall detect instances of communication loss and ask the user to reconnect. ,Conflict
The pilot controller shall be able to detect instances of communication loss and automatically reconnect.,"The Pilot controller shall detect instances of communication loss and manually reconnect, if possible.",Conflict
The pilot controller shall be able to detect instances of communication loss and automatically reconnect.,"The Pilot controller shall detect instances of communication loss and manually reconnect, if possible.",Conflict
The pilot controller shall be able to detect instances of communication loss and automatically reconnect.,The UAV shall detect instances of communication loss,Conflict
The pilot controller shall be able to detect instances of communication loss and automatically reconnect.,The Pilot controller shall detect instances of communication loss and automatically reconnect.,Conflict
The pilot controller shall be able to detect instances of communication loss and automatically reconnect.,"The Pilot controller shall automatically reconnect, if possible, when instances of communication loss are detected. ",Duplicate
The pilot controller shall be able to detect instances of communication loss and automatically reconnect.,"The Pilot controller shall automatically reconnect in the event of communication loss and automatically reconnect, if possible.",Duplicate
The pilot controller shall be able to detect instances of communication loss and automatically reconnect.,The Pilot controller shall discover instances of communication loss and automatically reconnect,Duplicate
The pilot controller shall be able to detect instances of communication loss and automatically reconnect.,"The Pilot controller shall detect any communication loss and automatically reconnect, if possible.",Duplicate
The pilot controller shall be able to detect instances of communication loss and automatically reconnect.,These are the engineer's requirements for the Aviary System of Systems.,Neural
The pilot controller shall be able to detect instances of communication loss and automatically reconnect.,The Hummingbird shall be able to fly above an average 70 story building,Neural
The pilot controller shall be able to detect instances of communication loss and automatically reconnect.,The UAV shall be visible to observers to at least 328.084ft in daylight and 82.021ft at night.,Neural
The pilot controller shall be able to detect instances of communication loss and automatically reconnect.,The Pilot controller shall connect or disconnect to at least two Hummingbirds in a secure fashion at any time.,Neural
The Pilot Controller shall be able to connect to up to one Hummingbird at any time in a secure manner.,The Pilot controller shall connect or disconnect to at most one Bird Feeder in a secure fashion at any time. ,Conflict
The Pilot Controller shall be able to connect to up to one Hummingbird at any time in a secure manner.,The Pilot controller shall connect or disconnect to at least two Hummingbirds in a secure fashion at any time.,Conflict
The Pilot Controller shall be able to connect to up to one Hummingbird at any time in a secure manner.,The Pilot controller shall connect or disconnect to at most one Hummingbird in a secure fashion at allotted time.,Conflict
The Pilot Controller shall be able to connect to up to one Hummingbird at any time in a secure manner.,The Pilot controller shall connect/disconnect to at least one Hummingbird in a secure fashion at any time.,Conflict
The Pilot Controller shall be able to connect to up to one Hummingbird at any time in a secure manner.,The Pilot controller shall connect or disconnect to at most three Hummingbirds in a secure fashion at any time.,Conflict
The Pilot Controller shall be able to connect to up to one Hummingbird at any time in a secure manner.,The Pilot controller shall link to at most one Hummingbird in a secure fashion at any time. ,Duplicate
The Pilot Controller shall be able to connect to up to one Hummingbird at any time in a secure manner.,The Pilot controller shall disconnect or connect to at most one Hummingbird in a secure fashion at any time.,Duplicate
The Pilot Controller shall be able to connect to up to one Hummingbird at any time in a secure manner.,The Pilot controller shall connect or disconnect to not more than one Hummingbird in a secure fashion.,Duplicate
The Pilot Controller shall be able to connect to up to one Hummingbird at any time in a secure manner.,The Pilot controller shall securely connect/disconnect to no more than one Hummingbird at any time.,Duplicate
The Pilot Controller shall be able to connect to up to one Hummingbird at any time in a secure manner.,The Viewer is not allowed to influence the camera or flight functions of the UAV.,Neural
The Pilot Controller shall be able to connect to up to one Hummingbird at any time in a secure manner.,The UAV shall detect instances of Pilot communication loss and both wait for communication to resume and attempt to hover in position until communication is reestablished.,Neural
The Pilot Controller shall be able to connect to up to one Hummingbird at any time in a secure manner.,The UAV visual feed shall not contain motion artifacts for slow and moderate speed elements in its visual field.,Neural
The Pilot Controller shall be able to connect to up to one Hummingbird at any time in a secure manner.,The Pilot shall be able to start and stop the UAV camera in real-time.,Neural
"The Pilot Controller shall be able to define, upload, start, and end a flight plan to the Hummingbird consisting of a set of waypoints within the Hummingbird's flight envelope.","The Pilot controller shall be able to define, upload, initiation, follow and terminate a flight plan to the Hummingbird consisting of a flight vector within the range of the Hummingbird. ",Conflict
"The Pilot Controller shall be able to define, upload, start, and end a flight plan to the Hummingbird consisting of a set of waypoints within the Hummingbird's flight envelope.","The Pilot controller shall be able to define, upload, initiation, follow, and terminate a flight plan to the Hummingbird consisting of a set of waypoints outside of the flight range of the Hummingbird.",Conflict
"The Pilot Controller shall be able to define, upload, start, and end a flight plan to the Hummingbird consisting of a set of waypoints within the Hummingbird's flight envelope.","The Pilot controller only shall be able to define, upload, initiation, follow, or terminate a flight plan to the Hummingbird consisting of a set of waypoints within the flight range of the Hummingbird.",Conflict
"The Pilot Controller shall be able to define, upload, start, and end a flight plan to the Hummingbird consisting of a set of waypoints within the Hummingbird's flight envelope.","The Pilot controller shall be able to define, upload, initiation a flight plan to the Hummingbird consisting of a set of waypoints within the flight range of the Hummingbird.",Conflict
"The Pilot Controller shall be able to define, upload, start, and end a flight plan to the Hummingbird consisting of a set of waypoints within the Hummingbird's flight envelope.","The Pilot controller shall be able to define, upload, initiate, follow, and terminate a flight plan to the Hummingbird consisting of a set of waypoints that extend up to 5 miles beyond the flight range of the Hummingbird.",Conflict
"The Pilot Controller shall be able to define, upload, start, and end a flight plan to the Hummingbird consisting of a set of waypoints within the Hummingbird's flight envelope.","The Pilot controller shall be able to define, upload, initiation, follow and terminate a flight plan to the Hummingbird composed of a set of waypoints within the flying range of the Hummingbird. ",Duplicate
"The Pilot Controller shall be able to define, upload, start, and end a flight plan to the Hummingbird consisting of a set of waypoints within the Hummingbird's flight envelope.","The Pilot controller shall be able to upload, define, initiation, follow, and terminate a set of waypoints as part of a Hummingbird flight plan within the flight range",Duplicate
"The Pilot Controller shall be able to define, upload, start, and end a flight plan to the Hummingbird consisting of a set of waypoints within the Hummingbird's flight envelope.","The Pilot controller shall be able to define, upload, initiate, follow, and terminate a flight plan to the Hummingbird consisting of a set of way points within Hummingbird's flight range.",Duplicate
"The Pilot Controller shall be able to define, upload, start, and end a flight plan to the Hummingbird consisting of a set of waypoints within the Hummingbird's flight envelope.","The Pilot controller shall be able to define, upload, initiate, follow, and terminate a Hummingbird flight plan consisting of a set of waypoints within the flight range of the Hummingbird.",Duplicate
"The Pilot Controller shall be able to define, upload, start, and end a flight plan to the Hummingbird consisting of a set of waypoints within the Hummingbird's flight envelope.",Remote surveillance missions should be 2 hours long before recharging,Neural
"The Pilot Controller shall be able to define, upload, start, and end a flight plan to the Hummingbird consisting of a set of waypoints within the Hummingbird's flight envelope.",The UAV shall be invisible to observers to at least 100m in daylight and 25m at night.,Neural
"The Pilot Controller shall be able to define, upload, start, and end a flight plan to the Hummingbird consisting of a set of waypoints within the Hummingbird's flight envelope.",The UAV flight range shall be no more than 20 miles.,Neural
"The Pilot Controller shall be able to define, upload, start, and end a flight plan to the Hummingbird consisting of a set of waypoints within the Hummingbird's flight envelope.","The UAV Viewer's (also known as the ""Viewer"") connection to the UAV shall be secure",Neural
The pilot controller shall be able to request the Hummingbird to automatically return to the start position.,The Pilot controller shall be able to request the Hummungbird to return to its ending position autonomously. ,Conflict
The pilot controller shall be able to request the Hummingbird to automatically return to the start position.,The Pilot controller shall be able to manually pilot the Hummingbird to return to its starting position.,Conflict
The pilot controller shall be able to request the Hummingbird to automatically return to the start position.,The Pilot controller cannot request the Hummingbird to return to its starting position autonomously.,Conflict
The pilot controller shall be able to request the Hummingbird to automatically return to the start position.,The Pilot controller shall be able to request the Hummingbird to return to its starting position manually.,Conflict
The pilot controller shall be able to request the Hummingbird to automatically return to the start position.,The Pilot controller shall be able to initiate an autonomous return of the Hummingbird to its starting position.,Conflict
The pilot controller shall be able to request the Hummingbird to automatically return to the start position.,The Pilot controller shall be able to command the Hummingbird to return to its starting position automously. ,Duplicate
The pilot controller shall be able to request the Hummingbird to automatically return to the start position.,The Pilot controller shall be able to call the Hummingbird to come back to its starting position autonomously.,Duplicate
The pilot controller shall be able to request the Hummingbird to automatically return to the start position.,The Pilot controller shall be able to request the Hummingbird to return to its initial position automatically.,Duplicate
The pilot controller shall be able to request the Hummingbird to automatically return to the start position.,The Pilot controller shall be able to request the Hummingbird automatically return to its starting position.,Duplicate
The pilot controller shall be able to request the Hummingbird to automatically return to the start position.,The Pilot controller shall connect or disconnect to more than one Hummingbird in a secure fashion at any time.,Neural
The pilot controller shall be able to request the Hummingbird to automatically return to the start position.,The UAV shall be able to periodically transmit video feed to the Pilot and up to 4 separate UAV Viewer devices.,Neural
The pilot controller shall be able to request the Hummingbird to automatically return to the start position.,The Pilot shall have no-delay visual feedback from the UAV's camera system for the navigation and/or surveillance.,Neural
The pilot controller shall be able to request the Hummingbird to automatically return to the start position.,The UAV visual feed shall be free of motion artifacts for moderate speed elements in its visual field.,Neural
The UAV shall be able to fly over an average 80-story building.,The UAV shall be able to fly above an above average 70 story building. ,Conflict
The UAV shall be able to fly over an average 80-story building.,The UAV shall be able to fly above an average 90 story building,Conflict
The UAV shall be able to fly over an average 80-story building.,The UAV shall be able to fly above an average 70 boxes,Conflict
The UAV shall be able to fly over an average 80-story building.,The UAV shall be able to fly above an average 50 story building,Conflict
The UAV shall be able to fly over an average 80-story building.,The UAV shall be able to fly above an average 100 story building,Conflict
The UAV shall be able to fly over an average 80-story building.,The UAV shall be able to fly over an average 70 floor building,Duplicate
The UAV shall be able to fly over an average 80-story building.,The UAV shall be capable of flying above the average 70 story structure,Duplicate
The UAV shall be able to fly over an average 80-story building.,The UAV shall be able to fly above a 70 story building,Duplicate
The UAV shall be able to fly over an average 80-story building.,The Hummingbird shall be able to fly above an average 70 story building,Duplicate
The UAV shall be able to fly over an average 80-story building.,The plane will be called the Hummingbird. ,Neural
The UAV shall be able to fly over an average 80-story building.,The Pilot controller shall connect or disconnect to at most one Bird Feeder in a secure fashion at any time. ,Neural
The UAV shall be able to fly over an average 80-story building.,The Pilot shall be able to fly the UAV to any location,Neural
The UAV shall be able to fly over an average 80-story building.,The Viewer shall connect with the custom communication wired network provided by the Aviary SoS.,Neural
The flight direction of the UAV shall not depend on the vertical rotation direction.,The UAV's direction of flight shall be dependent of its yaw (horizontal rotational orientation). ,Conflict
The flight direction of the UAV shall not depend on the vertical rotation direction.,The UAV's direction of flight shall be dependent on its yaw (horizontal rotational orientation).,Conflict
The flight direction of the UAV shall not depend on the vertical rotation direction.,The UAV's direction of flight shall be independent of its yaw (vertical rotational orientation).,Conflict
The flight direction of the UAV shall not depend on the vertical rotation direction.,The UAV's direction of flight depends on the orientation of its yaw.,Conflict
The flight direction of the UAV shall not depend on the vertical rotation direction.,The UAV's direction of flight shall be within 10 degrees of its yaw (horizontal rotational orientation).,Conflict
The flight direction of the UAV shall not depend on the vertical rotation direction.,The UAV's flight vector shall be independent of its yaw (horizontal rotational orientation),Duplicate
The flight direction of the UAV shall not depend on the vertical rotation direction.,The UAV's direction of flight shall rotate independent of its yaw.,Duplicate
The flight direction of the UAV shall not depend on the vertical rotation direction.,The UAV's direction of flight shall be independent of its horizontal rotational orientation (yaw).,Duplicate
The flight direction of the UAV shall not depend on the vertical rotation direction.,The UAV's direction of flight is independent of its yaw (horizontal rotational orientation).,Duplicate
The flight direction of the UAV shall not depend on the vertical rotation direction.,"The UAV shall transmit instantaneous altitude information to the pilot to facilitate landing, takeoff, and object avoidance.",Neural
The flight direction of the UAV shall not depend on the vertical rotation direction.,The UAV shall be able to manually a flight plan consisting of a set of waypoints within its range and flight capabilities.,Neural
The flight direction of the UAV shall not depend on the vertical rotation direction.,The Pilot can communicate with the UAV using a custom communications network that can establish communication within a 50-mile radius of the pilot station.,Neural
The flight direction of the UAV shall not depend on the vertical rotation direction.,The Pilot controller shall be able to define and upload a flight plan to the Hummingbird consisting of a set of waypoints within the flight range of the Hummingbird.,Neural
The flight range of the UAV should be more than 30 kilometers.,The UAV flight range shall be 20 miles plus or minus 2 miles. ,Conflict
The flight range of the UAV should be more than 30 kilometers.,The UAV flight range shall be no less than 40 miles.,Conflict
The flight range of the UAV should be more than 30 kilometers.,The UAV's range of flight has to be under 20 feet,Conflict
The flight range of the UAV should be more than 30 kilometers.,The UAV flight range shall be no more than 20 miles.,Conflict
The flight range of the UAV should be more than 30 kilometers.,The UAV flight range shall be no less than 50 miles.,Conflict
The flight range of the UAV should be more than 30 kilometers.,The UAV flight range shall exceed 20 miles. ,Duplicate
The flight range of the UAV should be more than 30 kilometers.,The UAV flight range shall be over 20 miles.,Duplicate
The flight range of the UAV should be more than 30 kilometers.,The UAV flight range has to always be above 20 miles,Duplicate
The flight range of the UAV should be more than 30 kilometers.,The UAV flight range shall be at least 20 miles.,Duplicate
The flight range of the UAV should be more than 30 kilometers.,"The UAV shall maintain attitude (roll, pitch, and yaw) in the presence of strong to extreme winds. ",Neural
The flight range of the UAV should be more than 30 kilometers.,The UAV shall land automatically when Pilot communication is lost and the estimated flight time remaining is less than .08 hours.,Neural
The flight range of the UAV should be more than 30 kilometers.,The UAV shall fully charge in less than 3 hours.,Neural
The flight range of the UAV should be more than 30 kilometers.,"The Pilot controller shall be able to set, upload, initiation, follow, and end a flight plan to the UAV consisting of a set of waypoints within the flight range of the UAV.",Neural
"Under ideal conditions, the time required for a 40-mile round trip should be less than 60 minutes.",The minimum time to fly a round trip of 40 miles shall be les than 60 minutes under any condition. ,Conflict
"Under ideal conditions, the time required for a 40-mile round trip should be less than 60 minutes.",The minimum time to fly a round trip of 40 miles shall be less than 50 minutes under ideal conditions.,Conflict
"Under ideal conditions, the time required for a 40-mile round trip should be less than 60 minutes.",The maximum time to fly a round trip of 40 miles shall be less than 60 minutes under ideal conditions.,Conflict
"Under ideal conditions, the time required for a 40-mile round trip should be less than 60 minutes.",The minimum time to fly a round trip of 40 miles shall be more than 60 minutes.,Conflict
"Under ideal conditions, the time required for a 40-mile round trip should be less than 60 minutes.",The minimum time to fly a round trip of 100 miles shall be less than 120 minutes under worst conditions.,Conflict
"Under ideal conditions, the time required for a 40-mile round trip should be less than 60 minutes.",The minimum time to fly a 40 mile round trip shall be under 60 minutes in ideal conditions. ,Duplicate
"Under ideal conditions, the time required for a 40-mile round trip should be less than 60 minutes.","In ideal conditions, the UAV should be able to fly a round trip of 40 miles in less than 60 minutes.",Duplicate
"Under ideal conditions, the time required for a 40-mile round trip should be less than 60 minutes.",The least time to fly a round trip of 40 miles shall be less than 60 minutes under ideal conditions.,Duplicate
"Under ideal conditions, the time required for a 40-mile round trip should be less than 60 minutes.",The minimum time to fly a round trip of 40 miles shall be no more than 60 minutes under ideal conditions.,Duplicate
"Under ideal conditions, the time required for a 40-mile round trip should be less than 60 minutes.","The UAV shall support a ""beacon mode"" in which it emits 1000 candle power of light during flight, which may be enabled or disabled from the Pilot control.",Neural
"Under ideal conditions, the time required for a 40-mile round trip should be less than 60 minutes.",Only the commands of authenticated Pilot controllers will be accepted by the UAV,Neural
"Under ideal conditions, the time required for a 40-mile round trip should be less than 60 minutes.",The UAV shall be able to simultaneously transmit video feed to the Pilot and up to 4 separate UAV Viewer devices.,Neural
"Under ideal conditions, the time required for a 40-mile round trip should be less than 60 minutes.","The Pilot controller shall detect instances of communication loss and manually reconnect, if possible.",Neural
The UAV should be able to maintain its attitude (3 axes) in low to moderate winds.,"The UAV shall maintain attitude (roll, pitch, and yaw) in the presence of strong to extreme winds. ",Conflict
The UAV should be able to maintain its attitude (3 axes) in low to moderate winds.,"The UAV shall maintain attitude (roll, pitch, and yaw) in the presence of low to strong winds.",Conflict
The UAV should be able to maintain its attitude (3 axes) in low to moderate winds.,"The UAV shall maintain attitude (roll, pitch, and yaw) in the presence of moderate to high winds.",Conflict
The UAV should be able to maintain its attitude (3 axes) in low to moderate winds.,"The UAV shall maintain attitude (roll, pitch, and yaw) in the presence of moderate to high winds.",Conflict
The UAV should be able to maintain its attitude (3 axes) in low to moderate winds.,"The UAV shall maintain attitude (roll, pitch, and yaw) in the presence of Class 2 Hurricane winds.",Conflict
The UAV should be able to maintain its attitude (3 axes) in low to moderate winds.,"The UAV shall maintain roll, pitch and yaw (attitude) in the presence of low to moderate winds. ",Duplicate
The UAV should be able to maintain its attitude (3 axes) in low to moderate winds.,"The UAV shall maintain its attitude (roll, pitch, and yaw) even if there are low to moderate winds.",Duplicate
The UAV should be able to maintain its attitude (3 axes) in low to moderate winds.,"The UAV shall maintain attitude (roll, pitch, and yaw) in the presence of moderate to low breeze.",Duplicate
The UAV should be able to maintain its attitude (3 axes) in low to moderate winds.,"The UAV shall maintain its attitude (roll, pitch, and yaw) in the presence of low to moderate wind speed.",Duplicate
The UAV should be able to maintain its attitude (3 axes) in low to moderate winds.,The UAV shall detect instances of Pilot communication loss and either wait for communication or resume and attempt to hover in position until communication is reestablished.,Neural
The UAV should be able to maintain its attitude (3 axes) in low to moderate winds.,The UAV shall accept commands from an authenticated Pilot controller or a Viewer.,Neural
The UAV should be able to maintain its attitude (3 axes) in low to moderate winds.,A single adult shall be able to lift and carry the UAV with the assistance of one other person.,Neural
The UAV should be able to maintain its attitude (3 axes) in low to moderate winds.,"The UAV Viewer (also known as the ""Viewer"") shall connect to the UAV in a secure fashion.",Neural
"The UAV shall transmit instantaneous altitude information to the pilot to facilitate landing, takeoff, and object avoidance.","The UAV shall receive real-time altitude-above-floor information from the Pilot to faciliate landing, take off and object avoidance",Conflict
"The UAV shall transmit instantaneous altitude information to the pilot to facilitate landing, takeoff, and object avoidance.","The UAV shall send time-delayed altitude-above-floor information to the Pilot to facilitate landing, take off and object avoidance.",Conflict
"The UAV shall transmit instantaneous altitude information to the pilot to facilitate landing, takeoff, and object avoidance.","The UAV shall send real-time altitude-below-floor information to the Pilot to facilitate landing, take off and object avoidance.",Conflict
"The UAV shall transmit instantaneous altitude information to the pilot to facilitate landing, takeoff, and object avoidance.","The UAV shall send delayed altitude-above-floor information to the Pilot to facilitate landing, take off and object avoidance.",Conflict
"The UAV shall transmit instantaneous altitude information to the pilot to facilitate landing, takeoff, and object avoidance.","The UAV shall send altitude-above-floor information, with no more than 3-second delay, to the Pilot to facilitate landing, take off and object avoidance.",Conflict
"The UAV shall transmit instantaneous altitude information to the pilot to facilitate landing, takeoff, and object avoidance.","The UAV shall transmit real-time altitude-above-floor data to the Pilot to facilitate landing, take off and object avoidance. ",Duplicate
"The UAV shall transmit instantaneous altitude information to the pilot to facilitate landing, takeoff, and object avoidance.","The UAV shall send real-time altitude-above-ground information to the Pilot to make landing, take off and object avoidance easier.",Duplicate
"The UAV shall transmit instantaneous altitude information to the pilot to facilitate landing, takeoff, and object avoidance.","The UAV shall send real-time altitude-above-floor information to the Pilot to organize landings, take offs, and object avoidance.",Duplicate
"The UAV shall transmit instantaneous altitude information to the pilot to facilitate landing, takeoff, and object avoidance.","The UAV shall send real-time altitude information to the Pilot in order to land, take off, and avoid objects.",Duplicate
"The UAV shall transmit instantaneous altitude information to the pilot to facilitate landing, takeoff, and object avoidance.",The Pilot controller shall connect or disconnect to not more than one Hummingbird in a secure fashion.,Neural
"The UAV shall transmit instantaneous altitude information to the pilot to facilitate landing, takeoff, and object avoidance.","Ocasionally, The Hummingbird shall send the Pilot the power and estimated flight time remaining.",Neural
"The UAV shall transmit instantaneous altitude information to the pilot to facilitate landing, takeoff, and object avoidance.",The Pilot controller shall connect or disconnect to at most one Hummingbird in a secure fashion at allotted time.,Neural
"The UAV shall transmit instantaneous altitude information to the pilot to facilitate landing, takeoff, and object avoidance.",The UAV shall land automatically when Pilot communication is lost and the estimated flight time remaining is a little over 5 minutes.,Neural
The UAV shall automatically land when communication with the pilot is lost and the remaining flight time is low.,The UAV shall land automatically when Pilot communication is restored and estimated flight time lapsed is more than 5 minutes. ,Conflict
The UAV shall automatically land when communication with the pilot is lost and the remaining flight time is low.,The UAV shall land automatically when Pilot communication is lost and the estimated flight time remaining is more than 5 minutes.,Conflict
The UAV shall automatically land when communication with the pilot is lost and the remaining flight time is low.,The UAV shall land automatically when Pilot communication is lost and the estimated flight time remaining is a little over 5 minutes.,Conflict
The UAV shall automatically land when communication with the pilot is lost and the remaining flight time is low.,The UAV shall land automatically when Pilot communication is lost or the estimated flight time remaining is less than 5 minutes.,Conflict
The UAV shall automatically land when communication with the pilot is lost and the remaining flight time is low.,The UAV shall land automatically when Pilot communication is lost and the estimated flight time remaining is less than 2 minutes.,Conflict
The UAV shall automatically land when communication with the pilot is lost and the remaining flight time is low.,The UAV shall automatically land when communication with Pilot is lost and estimated remaining flight time is less than 5 minutes. ,Duplicate
The UAV shall automatically land when communication with the pilot is lost and the remaining flight time is low.,"If communication with the Pilot is lost and less than 5 minutes of flight time remain, the UAV will land on its own.",Duplicate
The UAV shall automatically land when communication with the pilot is lost and the remaining flight time is low.,The UAV shall land autonomously when Pilot communication is lost and the estimated flight time remaining is less than 5 minutes.,Duplicate
The UAV shall automatically land when communication with the pilot is lost and the remaining flight time is low.,The UAV must automatically land when communication with the Pilot is lost and the estimated flight time remaining is no more than 5 minutes.,Duplicate
The UAV shall automatically land when communication with the pilot is lost and the remaining flight time is low.,"The Pilot shall be able to set the zoom, aim and focus of the UAV camera in virtual-time.",Neural
The UAV shall automatically land when communication with the pilot is lost and the remaining flight time is low.,The UAV shall be able to fly above an average 70 story building,Neural
The UAV shall automatically land when communication with the pilot is lost and the remaining flight time is low.,The Pilot shall be able to rotate the UAV by +/-90 degrees with respect to its direction of travel.,Neural
The UAV shall automatically land when communication with the pilot is lost and the remaining flight time is low.,"In a secure manner, The UAV Viewer (also known as the ""Viewer"") can connect to the UAV",Neural
The UAV is capable of automatically planning a flight consisting of a series of waypoints within its range and flight capability.,The UAV shall be able to autonomusly create and delete a flight plan consisting of a set of waypoints within its range and flight capabilities. ,Conflict
The UAV is capable of automatically planning a flight consisting of a series of waypoints within its range and flight capability.,The UAV shall be able to manually follow a flight plan consisting of a set of waypoints within its range and flight capabilities.,Conflict
The UAV is capable of automatically planning a flight consisting of a series of waypoints within its range and flight capability.,The UAV shall be able to manually a flight plan consisting of a set of waypoints within its range and flight capabilities.,Conflict
The UAV is capable of automatically planning a flight consisting of a series of waypoints within its range and flight capability.,The UAV shall be able to manually follow a flight plan consisting of a set of waypoints.,Conflict
The UAV is capable of automatically planning a flight consisting of a series of waypoints within its range and flight capability.,The UAV shall be able to autonomously perform a flight plan consisting of a set of waypoints that extend no more than 5 miles beyond its range and flight capabilities.,Conflict
The UAV is capable of automatically planning a flight consisting of a series of waypoints within its range and flight capability.,The UAV shall be able to automatically a flight plan made up of a set of waypoints inside its range and flight capabilities. ,Duplicate
The UAV is capable of automatically planning a flight consisting of a series of waypoints within its range and flight capability.,The UAV shall be able to automatically a flight plan made up of a set of waypoints within its range and flight capabilities.,Duplicate
The UAV is capable of automatically planning a flight consisting of a series of waypoints within its range and flight capability.,The UAV shall automatically determine a flight plan consisting of set of waypoints within its range and flight capabilities.,Duplicate
The UAV is capable of automatically planning a flight consisting of a series of waypoints within its range and flight capability.,The UAV shall be able to automatically follow a flight plan consisting of a set of waypoints within its range and flight capabilities.,Duplicate
The UAV is capable of automatically planning a flight consisting of a series of waypoints within its range and flight capability.,"The Pilot shall be able to fly the UAV in any direction with respect to the UAV's ""rearward looking"" position.",Neural
The UAV is capable of automatically planning a flight consisting of a series of waypoints within its range and flight capability.,"The Pilot controller shall detect instances of communication loss and automatically shutdown, if possible.",Neural
The UAV is capable of automatically planning a flight consisting of a series of waypoints within its range and flight capability.,The UAV visual feed should include a night time Infared camera capability,Neural
The UAV is capable of automatically planning a flight consisting of a series of waypoints within its range and flight capability.,The UAV must be visible to observers at a range of at least 100 meters during the day and 50 meters at night.,Neural
The UAV shall be able to automatically return to its starting position upon receipt of a command from the pilot or upon the occurrence of a definable event.,The UAV shall be able to return to its starting position autonomously upon receiving a command from the Pilot or when a definable event has occurred. ,Conflict
The UAV shall be able to automatically return to its starting position upon receipt of a command from the pilot or upon the occurrence of a definable event.,The UAV will not be able to return to its starting position autonomously upon receiving a command from the Pilot or when a definable event has occurred.,Conflict
The UAV shall be able to automatically return to its starting position upon receipt of a command from the pilot or upon the occurrence of a definable event.,The UAV shall be able to return to its final position autonomously upon receiving a command from the Pilot or when a definable event has occurred.,Conflict
